tag	DUMB42
seq_12349	0.52790
seq_12350	0.51961
seq_12351	0.69115
seq_12352	0.16443
seq_12353	0.38514
seq_12354	0.10743
seq_12355	0.52726
seq_12356	0.67971
seq_12357	0.81278
seq_12358	0.54475
seq_12359	0.66294
seq_12360	0.59487
seq_12361	0.48613
seq_12362	0.69595
seq_12363	0.90018
seq_12364	0.62624
seq_12365	0.04958
seq_12366	0.04463
seq_12367	0.22770
seq_12368	0.00936
seq_12369	0.98414
seq_12370	0.47548
seq_12371	0.31406
seq_12372	0.99485
seq_12373	0.85967
seq_12374	0.92318
seq_12375	0.44951
seq_12376	0.37720
seq_12377	0.27284
seq_12378	0.72788
seq_12379	0.08829
seq_12380	0.07532
seq_12381	0.17548
seq_12382	0.09295
seq_12383	0.01670
seq_12384	0.33445
seq_12385	0.50204
seq_12386	0.47318
seq_12387	0.57112
seq_12388	0.95350
seq_12389	0.95007
seq_12390	0.56526
seq_12391	0.35497
seq_12392	0.92925
seq_12393	0.44389
seq_12394	0.35990
seq_12395	0.27584
seq_12396	0.40399
seq_12397	0.27911
seq_12398	0.04947
seq_12399	0.70623
seq_12400	0.50063
seq_12401	0.63282
seq_12402	0.85626
seq_12403	0.73406
seq_12404	0.53544
seq_12405	0.41979
seq_12406	0.11502
seq_12407	0.32833
seq_12408	0.62749
seq_12409	0.34444
seq_12410	0.32137
seq_12411	0.50341
seq_12412	0.24401
seq_12413	0.89235
seq_12414	0.28635
seq_12415	0.81641
seq_12416	0.22413
seq_12417	0.02817
seq_12418	0.81110
seq_12419	0.82476
seq_12420	0.35667
seq_12421	0.73156
seq_12422	0.00513
seq_12423	0.93493
seq_12424	0.00114
seq_12425	0.21011
seq_12426	0.61629
seq_12427	0.95896
seq_12428	0.08343
seq_12429	0.44856
seq_12430	0.91839
seq_12431	0.74722
seq_12432	0.49629
seq_12433	0.76241
seq_12434	0.00757
seq_12435	0.34838
seq_12436	0.92212
seq_12437	0.34007
seq_12438	0.38290
seq_12439	0.05477
seq_12440	0.36590
seq_12441	0.90452
seq_12442	0.57216
seq_12443	0.63609
seq_12444	0.34077
seq_12445	0.86943
seq_12446	0.18308
seq_12447	0.77955
seq_12448	0.58203
seq_12449	0.81082
seq_12450	0.17505
seq_12451	0.45806
seq_12452	0.98051
seq_12453	0.41365
seq_12454	0.31921
seq_12455	0.17546
seq_12456	0.26402
seq_12457	0.79038
seq_12458	0.22190
seq_12459	0.28942
seq_12460	0.33240
seq_12461	0.16774
seq_12462	0.48696
seq_12463	0.78681
seq_12464	0.36094
seq_12465	0.07826
seq_12466	0.96068
seq_12467	0.69918
seq_12468	0.32403
seq_12469	0.54337
seq_12470	0.48666
seq_12471	0.83705
seq_12472	0.80672
seq_12473	0.60637
seq_12474	0.18134
seq_12475	0.79990
seq_12476	0.77960
seq_12477	0.16343
seq_12478	0.16848
seq_12479	0.25319
seq_12480	0.68994
seq_12481	0.45811
seq_12482	0.82685
seq_12483	0.60410
seq_12484	0.84671
seq_12485	0.56184
seq_12486	0.60525
seq_12487	0.98518
seq_12488	0.79774
seq_12489	0.72748
seq_12490	0.96885
seq_12491	0.84030
seq_12492	0.68461
seq_12493	0.03193
seq_12494	0.50116
seq_12495	0.58159
seq_12496	0.54564
seq_12497	0.84301
seq_12498	0.45562
seq_12499	0.49596
seq_12500	0.22599
seq_12501	0.54163
seq_12502	0.15485
seq_12503	0.37088
seq_12504	0.16698
seq_12505	0.80657
seq_12506	0.79818
seq_12507	0.42457
seq_12508	0.87218
seq_12509	0.13520
seq_12510	0.30604
seq_12511	0.30487
seq_12512	0.21569
seq_12513	0.93926
seq_12514	0.57680
seq_12515	0.84349
seq_12516	0.46241
seq_12517	0.44303
seq_12518	0.28682
seq_12519	0.91454
seq_12520	0.89830
seq_12521	0.10890
seq_12522	0.14584
seq_12523	0.08699
seq_12524	0.29027
seq_12525	0.28952
seq_12526	0.59394
seq_12527	0.03344
seq_12528	0.84663
seq_12529	0.93592
seq_12530	0.59761
seq_12531	0.04222
seq_12532	0.23902
seq_12533	0.98039
seq_12534	0.45298
seq_12535	0.04527
seq_12536	0.19009
seq_12537	0.91791
seq_12538	0.54356
seq_12539	0.85220
seq_12540	0.93510
seq_12541	0.15862
seq_12542	0.55984
seq_12543	0.38175
seq_12544	0.10928
seq_12545	0.39159
seq_12546	0.88963
seq_12547	0.80761
seq_12548	0.49839
seq_12549	0.85564
seq_12550	0.76150
seq_12551	0.08491
seq_12552	0.41763
seq_12553	0.91470
seq_12554	0.47434
seq_12555	0.75569
seq_12556	0.21658
seq_12557	0.44472
seq_12558	0.87405
seq_12559	0.26057
seq_12560	0.21236
seq_12561	0.26747
seq_12562	0.92636
seq_12563	0.03679
seq_12564	0.22088
seq_12565	0.47429
seq_12566	0.69540
seq_12567	0.89326
seq_12568	0.82296
seq_12569	0.07482
seq_12570	0.33021
seq_12571	0.14111
seq_12572	0.25837
seq_12573	0.96370
seq_12574	0.27582
seq_12575	0.78614
seq_12576	0.50701
seq_12577	0.70282
seq_12578	0.29741
seq_12579	0.57867
seq_12580	0.56587
seq_12581	0.06619
seq_12582	0.22405
seq_12583	0.09635
seq_12584	0.34508
seq_12585	0.25404
seq_12586	0.62822
seq_12587	0.49279
seq_12588	0.27894
seq_12589	0.71267
seq_12590	0.14971
seq_12591	0.75789
seq_12592	0.18751
seq_12593	0.10372
seq_12594	0.05681
seq_12595	0.62388
seq_12596	0.92791
seq_12597	0.53863
seq_12598	0.31557
seq_12599	0.02633
seq_12600	0.74154
seq_12601	0.99798
seq_12602	0.87943
seq_12603	0.69122
seq_12604	0.33149
seq_12605	0.28227
seq_12606	0.49915
seq_12607	0.50257
seq_12608	0.80285
seq_12609	0.77401
seq_12610	0.63218
seq_12611	0.61646
seq_12612	0.47360
seq_12613	0.08562
seq_12614	0.55963
seq_12615	0.03648
seq_12616	0.30212
seq_12617	0.33005
seq_12618	0.40991
seq_12619	0.80048
seq_12620	0.24740
seq_12621	0.19422
seq_12622	0.76885
seq_12623	0.89754
seq_12624	0.11278
seq_12625	0.54716
seq_12626	0.58761
seq_12627	0.56035
seq_12628	0.84665
seq_12629	0.00467
seq_12630	0.72084
seq_12631	0.58301
seq_12632	0.23512
seq_12633	0.31028
seq_12634	0.98088
seq_12635	0.85039
seq_12636	0.56684
seq_12637	0.90458
seq_12638	0.68376
seq_12639	0.26980
seq_12640	0.61030
seq_12641	0.06291
seq_12642	0.04964
seq_12643	0.82504
seq_12644	0.68741
seq_12645	0.29319
seq_12646	0.61986
seq_12647	0.44390
seq_12648	0.94982
seq_12649	0.79941
seq_12650	0.66689
seq_12651	0.58177
seq_12652	0.18995
seq_12653	0.66101
seq_12654	0.59975
seq_12655	0.14898
seq_12656	0.87943
seq_12657	0.44067
seq_12658	0.98181
seq_12659	0.26394
seq_12660	0.11089
seq_12661	0.67524
seq_12662	0.45663
seq_12663	0.88164
seq_12664	0.38677
seq_12665	0.60060
seq_12666	0.40254
seq_12667	0.56545
seq_12668	0.41727
seq_12669	0.64178
seq_12670	0.20918
seq_12671	0.00722
seq_12672	0.50699
seq_12673	0.00705
seq_12674	0.97351
seq_12675	0.95366
seq_12676	0.44745
seq_12677	0.83824
seq_12678	0.72233
seq_12679	0.88087
seq_12680	0.78502
seq_12681	0.77506
seq_12682	0.87665
seq_12683	0.03339
seq_12684	0.90607
seq_12685	0.51535
seq_12686	0.93935
seq_12687	0.53115
seq_12688	0.43531
seq_12689	0.69197
seq_12690	0.78771
seq_12691	0.12233
seq_12692	0.49268
seq_12693	0.48196
seq_12694	0.20011
seq_12695	0.53917
seq_12696	0.80790
seq_12697	0.29313
seq_12698	0.99782
seq_12699	0.81939
seq_12700	0.14234
seq_12701	0.82817
seq_12702	0.26838
seq_12703	0.16982
seq_12704	0.33773
seq_12705	0.37397
seq_12706	0.22744
seq_12707	0.35590
seq_12708	0.76940
seq_12709	0.05398
seq_12710	0.39047
seq_12711	0.99667
seq_12712	0.52066
seq_12713	0.04531
seq_12714	0.34081
seq_12715	0.18513
seq_12716	0.58287
seq_12717	0.40589
seq_12718	0.21225
seq_12719	0.22790
seq_12720	0.34474
seq_12721	0.92280
seq_12722	0.14347
seq_12723	0.17360
seq_12724	0.85243
seq_12725	0.42198
seq_12726	0.50516
seq_12727	0.47110
seq_12728	0.99004
seq_12729	0.22421
seq_12730	0.88489
seq_12731	0.96719
seq_12732	0.45851
seq_12733	0.60633
seq_12734	0.08472
seq_12735	0.73984
seq_12736	0.99732
seq_12737	0.84372
seq_12738	0.59916
seq_12739	0.71833
seq_12740	0.81443
seq_12741	0.08900
seq_12742	0.80299
seq_12743	0.73711
seq_12744	0.02008
seq_12745	0.12193
seq_12746	0.11709
seq_12747	0.19727
seq_12748	0.81736
seq_12749	0.17865
seq_12750	0.84439
seq_12751	0.38552
seq_12752	0.56309
seq_12753	0.87316
seq_12754	0.33860
seq_12755	0.36273
seq_12756	0.81238
seq_12757	0.97696
seq_12758	0.64214
seq_12759	0.32295
seq_12760	0.24995
seq_12761	0.36910
seq_12762	0.14898
seq_12763	0.10974
seq_12764	0.38345
seq_12765	0.56246
seq_12766	0.18969
seq_12767	0.23548
seq_12768	0.72305
seq_12769	0.86398
seq_12770	0.21812
seq_12771	0.96929
seq_12772	0.99955
seq_12773	0.42693
seq_12774	0.09586
seq_12775	0.11049
seq_12776	0.21354
seq_12777	0.66633
seq_12778	0.74211
seq_12779	0.11687
seq_12780	0.33709
seq_12781	0.56386
seq_12782	0.30112
seq_12783	0.40427
seq_12784	0.34394
seq_12785	0.84668
seq_12786	0.45019
seq_12787	0.67376
seq_12788	0.23509
seq_12789	0.59186
seq_12790	0.22959
seq_12791	0.61408
seq_12792	0.48387
seq_12793	0.52917
seq_12794	0.43504
seq_12795	0.80214
seq_12796	0.99808
seq_12797	0.13868
seq_12798	0.47834
seq_12799	0.00222
seq_12800	0.94539
seq_12801	0.19956
seq_12802	0.66877
seq_12803	0.45978
seq_12804	0.84466
seq_12805	0.23680
seq_12806	0.65400
seq_12807	0.02029
seq_12808	0.94092
seq_12809	0.40239
seq_12810	0.62930
seq_12811	0.69114
seq_12812	0.20444
seq_12813	0.79817
seq_12814	0.71244
seq_12815	0.89381
seq_12816	0.45103
seq_12817	0.20518
seq_12818	0.15222
seq_12819	0.78483
seq_12820	0.89015
seq_12821	0.11250
seq_12822	0.73302
seq_12823	0.80999
seq_12824	0.68414
seq_12825	0.12886
seq_12826	0.04808
seq_12827	0.06993
seq_12828	0.73021
seq_12829	0.89622
seq_12830	0.94183
seq_12831	0.10802
seq_12832	0.21377
seq_12833	0.97489
seq_12834	0.29208
seq_12835	0.23573
seq_12836	0.27160
seq_12837	0.22961
seq_12838	0.27100
seq_12839	0.69944
seq_12840	0.96554
seq_12841	0.65277
seq_12842	0.28367
seq_12843	0.40710
seq_12844	0.81307
seq_12845	0.13475
seq_12846	0.02894
seq_12847	0.21717
seq_12848	0.93127
seq_12849	0.60766
seq_12850	0.22347
seq_12851	0.31099
seq_12852	0.04450
seq_12853	0.54337
seq_12854	0.93133
seq_12855	0.86312
seq_12856	0.70440
seq_12857	0.21698
seq_12858	0.32121
seq_12859	0.94725
seq_12860	0.37366
seq_12861	0.22968
seq_12862	0.22536
seq_12863	0.40083
seq_12864	0.87016
seq_12865	0.26755
seq_12866	0.71489
seq_12867	0.18235
seq_12868	0.31238
seq_12869	0.48300
seq_12870	0.80130
seq_12871	0.16625
seq_12872	0.96051
seq_12873	0.20034
seq_12874	0.58083
seq_12875	0.15781
seq_12876	0.69833
seq_12877	0.13732
seq_12878	0.57685
seq_12879	0.24900
seq_12880	0.41468
seq_12881	0.29478
seq_12882	0.48350
seq_12883	0.91242
seq_12884	0.62936
seq_12885	0.42891
seq_12886	0.63435
seq_12887	0.29425
seq_12888	0.47252
seq_12889	0.53183
seq_12890	0.13811
seq_12891	0.13687
seq_12892	0.64118
seq_12893	0.92490
seq_12894	0.60085
seq_12895	0.22730
seq_12896	0.09654
seq_12897	0.37611
seq_12898	0.72500
seq_12899	0.96117
seq_12900	0.76352
seq_12901	0.90123
seq_12902	0.06114
seq_12903	0.93621
seq_12904	0.86905
seq_12905	0.53587
seq_12906	0.29438
seq_12907	0.00281
seq_12908	0.19993
seq_12909	0.24451
seq_12910	0.24904
seq_12911	0.09247
seq_12912	0.01115
seq_12913	0.03479
seq_12914	0.40519
seq_12915	0.67933
seq_12916	0.97997
seq_12917	0.94022
seq_12918	0.99683
seq_12919	0.52171
seq_12920	0.62211
seq_12921	0.72144
seq_12922	0.95006
seq_12923	0.31516
seq_12924	0.42593
seq_12925	0.45767
seq_12926	0.04285
seq_12927	0.96794
seq_12928	0.01917
seq_12929	0.94822
seq_12930	0.45913
seq_12931	0.41744
seq_12932	0.51301
seq_12933	0.04099
seq_12934	0.88938
seq_12935	0.45581
seq_12936	0.98862
seq_12937	0.02670
seq_12938	0.46321
seq_12939	0.12450
seq_12940	0.06930
seq_12941	0.70296
seq_12942	0.93854
seq_12943	0.37449
seq_12944	0.62245
seq_12945	0.53826
seq_12946	0.29901
seq_12947	0.83968
seq_12948	0.33238
seq_12949	0.11877
seq_12950	0.97251
seq_12951	0.73236
seq_12952	0.10703
seq_12953	0.78613
seq_12954	0.59855
seq_12955	0.66497
seq_12956	0.01941
seq_12957	0.53582
seq_12958	0.48212
seq_12959	0.43742
seq_12960	0.83760
seq_12961	0.20687
seq_12962	0.34911
seq_12963	0.35064
seq_12964	0.56306
seq_12965	0.18533
seq_12966	0.54861
seq_12967	0.98609
seq_12968	0.38948
seq_12969	0.33679
seq_12970	0.90027
seq_12971	0.28113
seq_12972	0.35400
seq_12973	0.33561
seq_12974	0.11140
seq_12975	0.87058
seq_12976	0.00914
seq_12977	0.37163
seq_12978	0.47609
seq_12979	0.35560
seq_12980	0.67796
seq_12981	0.71914
seq_12982	0.26748
seq_12983	0.85146
seq_12984	0.09166
seq_12985	0.63117
seq_12986	0.82274
seq_12987	0.81728
seq_12988	0.89513
seq_12989	0.07819
seq_12990	0.89530
seq_12991	0.96913
seq_12992	0.47757
seq_12993	0.45695
seq_12994	0.83147
seq_12995	0.67539
seq_12996	0.59821
seq_12997	0.24462
seq_12998	0.16383
seq_12999	0.36223
seq_13000	0.54457
seq_13001	0.78541
seq_13002	0.01445
seq_13003	0.45867
seq_13004	0.63504
seq_13005	0.13787
seq_13006	0.02827
seq_13007	0.67079
seq_13008	0.84398
seq_13009	0.56668
seq_13010	0.77080
seq_13011	0.29537
seq_13012	0.17539
seq_13013	0.58491
seq_13014	0.33158
seq_13015	0.05072
seq_13016	0.11237
seq_13017	0.65823
seq_13018	0.76956
seq_13019	0.29215
seq_13020	0.23846
seq_13021	0.59008
seq_13022	0.50808
seq_13023	0.27292
seq_13024	0.53469
seq_13025	0.82980
seq_13026	0.34088
seq_13027	0.52106
seq_13028	0.02301
seq_13029	0.03251
seq_13030	0.81783
seq_13031	0.71562
seq_13032	0.43202
seq_13033	0.33939
seq_13034	0.64013
seq_13035	0.47587
seq_13036	0.23488
seq_13037	0.64876
seq_13038	0.87480
seq_13039	0.20871
seq_13040	0.59466
seq_13041	0.25753
seq_13042	0.52778
seq_13043	0.70303
seq_13044	0.36775
seq_13045	0.39975
seq_13046	0.75213
seq_13047	0.15039
seq_13048	0.35485
seq_13049	0.92244
seq_13050	0.43127
seq_13051	0.63504
seq_13052	0.79425
seq_13053	0.91728
seq_13054	0.07609
seq_13055	0.53304
seq_13056	0.08754
seq_13057	0.41309
seq_13058	0.35402
seq_13059	0.33117
seq_13060	0.66150
seq_13061	0.20725
seq_13062	0.23613
seq_13063	0.12486
seq_13064	0.89575
seq_13065	0.93899
seq_13066	0.99828
seq_13067	0.65703
seq_13068	0.01259
seq_13069	0.63519
seq_13070	0.69355
seq_13071	0.98090
seq_13072	0.07849
seq_13073	0.12012
seq_13074	0.88346
seq_13075	0.98221
seq_13076	0.19787
seq_13077	0.22051
seq_13078	0.06380
seq_13079	0.06328
seq_13080	0.30498
seq_13081	0.47702
seq_13082	0.88038
seq_13083	0.60024
seq_13084	0.44714
seq_13085	0.83123
seq_13086	0.81479
seq_13087	0.89388
seq_13088	0.74132
seq_13089	0.31819
seq_13090	0.54974
seq_13091	0.20554
seq_13092	0.86480
seq_13093	0.18875
seq_13094	0.10366
seq_13095	0.99597
seq_13096	0.20653
seq_13097	0.35039
seq_13098	0.38804
seq_13099	0.51273
seq_13100	0.60806
seq_13101	0.82184
seq_13102	0.27134
seq_13103	0.32023
seq_13104	0.78339
seq_13105	0.10390
seq_13106	0.45802
seq_13107	0.65361
seq_13108	0.15104
seq_13109	0.20642
seq_13110	0.24079
seq_13111	0.87591
seq_13112	0.75293
seq_13113	0.01939
seq_13114	0.00734
seq_13115	0.20052
seq_13116	0.11645
seq_13117	0.16119
seq_13118	0.07825
seq_13119	0.15754
seq_13120	0.07174
seq_13121	0.93476
seq_13122	0.42529
seq_13123	0.32792
seq_13124	0.96309
seq_13125	0.71869
seq_13126	0.47843
seq_13127	0.77303
seq_13128	0.37686
seq_13129	0.68325
seq_13130	0.12485
seq_13131	0.36033
seq_13132	0.30499
seq_13133	0.14614
seq_13134	0.90114
seq_13135	0.27229
seq_13136	0.89989
seq_13137	0.93129
seq_13138	0.83796
seq_13139	0.03152
seq_13140	0.88586
seq_13141	0.00528
seq_13142	0.30117
seq_13143	0.32398
seq_13144	0.05282
seq_13145	0.81428
seq_13146	0.03641
seq_13147	0.16723
seq_13148	0.00641
seq_13149	0.88651
seq_13150	0.19973
seq_13151	0.35127
seq_13152	0.51202
seq_13153	0.34470
seq_13154	0.30218
seq_13155	0.80866
seq_13156	0.96689
seq_13157	0.61436
seq_13158	0.32576
seq_13159	0.77410
seq_13160	0.58482
seq_13161	0.63345
seq_13162	0.04145
seq_13163	0.74243
seq_13164	0.65443
seq_13165	0.88562
seq_13166	0.70163
seq_13167	0.13175
seq_13168	0.66295
seq_13169	0.32163
seq_13170	0.58550
seq_13171	0.73555
seq_13172	0.87168
seq_13173	0.43173
seq_13174	0.17894
seq_13175	0.25797
seq_13176	0.46645
seq_13177	0.38517
seq_13178	0.12205
seq_13179	0.08156
seq_13180	0.33628
seq_13181	0.55452
seq_13182	0.30120
seq_13183	0.96833
seq_13184	0.10325
seq_13185	0.09998
seq_13186	0.05012
seq_13187	0.17049
seq_13188	0.15138
seq_13189	0.86298
seq_13190	0.33319
seq_13191	0.57677
seq_13192	0.56251
seq_13193	0.11908
seq_13194	0.11829
seq_13195	0.54151
seq_13196	0.15491
seq_13197	0.65212
seq_13198	0.15074
seq_13199	0.82478
seq_13200	0.77967
seq_13201	0.69474
seq_13202	0.18384
seq_13203	0.06967
seq_13204	0.58395
seq_13205	0.16440
seq_13206	0.95388
seq_13207	0.96726
seq_13208	0.95120
seq_13209	0.00245
seq_13210	0.14548
seq_13211	0.88866
seq_13212	0.01049
seq_13213	0.76342
seq_13214	0.81680
seq_13215	0.72903
seq_13216	0.82131
seq_13217	0.45994
seq_13218	0.91940
seq_13219	0.47651
seq_13220	0.65674
seq_13221	0.44704
seq_13222	0.46528
seq_13223	0.12800
seq_13224	0.71582
seq_13225	0.30485
seq_13226	0.83249
seq_13227	0.07747
seq_13228	0.48242
seq_13229	0.40296
seq_13230	0.69994
seq_13231	0.29251
seq_13232	0.08513
seq_13233	0.71556
seq_13234	0.92920
seq_13235	0.35632
seq_13236	0.22764
seq_13237	0.15988
seq_13238	0.95328
seq_13239	0.32610
seq_13240	0.49138
seq_13241	0.95301
seq_13242	0.49794
seq_13243	0.08662
seq_13244	0.11750
seq_13245	0.82877
seq_13246	0.27452
seq_13247	0.88710
seq_13248	0.85341
seq_13249	0.26117
seq_13250	0.90870
seq_13251	0.31063
seq_13252	0.30250
seq_13253	0.24906
seq_13254	0.27792
seq_13255	0.37867
seq_13256	0.18256
seq_13257	0.05796
seq_13258	0.04304
seq_13259	0.96634
seq_13260	0.66526
seq_13261	0.66342
seq_13262	0.76715
seq_13263	0.94171
seq_13264	0.83739
seq_13265	0.81052
seq_13266	0.63398
seq_13267	0.63698
seq_13268	0.92910
seq_13269	0.77568
seq_13270	0.49896
seq_13271	0.40244
seq_13272	0.47129
seq_13273	0.72478
seq_13274	0.46298
seq_13275	0.27419
seq_13276	0.04044
seq_13277	0.43829
seq_13278	0.92820
seq_13279	0.49285
seq_13280	0.99234
seq_13281	0.92311
seq_13282	0.02257
seq_13283	0.58849
seq_13284	0.33272
seq_13285	0.72554
seq_13286	0.42389
seq_13287	0.19557
seq_13288	0.01828
seq_13289	0.82696
seq_13290	0.79822
seq_13291	0.71230
seq_13292	0.45946
seq_13293	0.21631
seq_13294	0.36949
seq_13295	0.33473
seq_13296	0.01937
seq_13297	0.75960
seq_13298	0.34532
seq_13299	0.33651
seq_13300	0.26706
seq_13301	0.73163
seq_13302	0.87791
seq_13303	0.93774
seq_13304	0.69504
seq_13305	0.42024
seq_13306	0.88227
seq_13307	0.52531
seq_13308	0.32051
seq_13309	0.51902
seq_13310	0.95310
seq_13311	0.31950
seq_13312	0.20306
seq_13313	0.57315
seq_13314	0.93227
seq_13315	0.64134
seq_13316	0.39912
seq_13317	0.73996
seq_13318	0.16264
seq_13319	0.58718
seq_13320	0.26024
seq_13321	0.31191
seq_13322	0.58561
seq_13323	0.56306
seq_13324	0.70238
seq_13325	0.43461
seq_13326	0.42931
seq_13327	0.80141
seq_13328	0.78505
seq_13329	0.90817
seq_13330	0.34725
seq_13331	0.30639
seq_13332	0.20853
seq_13333	0.95541
seq_13334	0.35636
seq_13335	0.06549
seq_13336	0.04353
seq_13337	0.33879
seq_13338	0.35040
seq_13339	0.29003
seq_13340	0.65996
seq_13341	0.33933
seq_13342	0.86743
seq_13343	0.06108
seq_13344	0.42906
seq_13345	0.69043
seq_13346	0.39827
seq_13347	0.39099
seq_13348	0.56548
seq_13349	0.89297
seq_13350	0.97062
seq_13351	0.73157
seq_13352	0.30452
seq_13353	0.65685
seq_13354	0.24084
seq_13355	0.86356
seq_13356	0.46227
seq_13357	0.33702
seq_13358	0.30969
seq_13359	0.80539
seq_13360	0.15910
seq_13361	0.39729
seq_13362	0.34843
seq_13363	0.11644
seq_13364	0.02335
seq_13365	0.77008
seq_13366	0.88374
seq_13367	0.24993
seq_13368	0.77814
seq_13369	0.65811
seq_13370	0.96498
seq_13371	0.15773
seq_13372	0.69452
seq_13373	0.28905
seq_13374	0.33319
seq_13375	0.17068
seq_13376	0.22091
seq_13377	0.18398
seq_13378	0.92693
seq_13379	0.02244
seq_13380	0.03331
seq_13381	0.39242
seq_13382	0.22823
seq_13383	0.74243
seq_13384	0.84479
seq_13385	0.80427
seq_13386	0.79236
seq_13387	0.54528
seq_13388	0.66404
seq_13389	0.86480
seq_13390	0.13838
seq_13391	0.51310
seq_13392	0.58343
seq_13393	0.42903
seq_13394	0.28152
seq_13395	0.71984
seq_13396	0.58081
seq_13397	0.70955
seq_13398	0.88799
seq_13399	0.20971
seq_13400	0.38636
seq_13401	0.62944
seq_13402	0.29382
seq_13403	0.69640
seq_13404	0.10758
seq_13405	0.30224
seq_13406	0.74766
seq_13407	0.01554
seq_13408	0.72449
seq_13409	0.61344
seq_13410	0.27423
seq_13411	0.22691
seq_13412	0.02311
seq_13413	0.17346
seq_13414	0.67451
seq_13415	0.74805
seq_13416	0.42204
seq_13417	0.55387
seq_13418	0.50990
seq_13419	0.24372
seq_13420	0.71860
seq_13421	0.63975
seq_13422	0.91320
seq_13423	0.30784
seq_13424	0.30505
seq_13425	0.67027
seq_13426	0.92384
seq_13427	0.81735
seq_13428	0.13250
seq_13429	0.52622
seq_13430	0.16704
seq_13431	0.28946
seq_13432	0.79706
seq_13433	0.58415
seq_13434	0.02260
seq_13435	0.57653
seq_13436	0.82032
seq_13437	0.16446
seq_13438	0.44257
seq_13439	0.59976
seq_13440	0.69960
seq_13441	0.61079
seq_13442	0.97629
seq_13443	0.07456
seq_13444	0.77038
seq_13445	0.13667
seq_13446	0.37710
seq_13447	0.68963
seq_13448	0.09555
seq_13449	0.83334
seq_13450	0.66300
seq_13451	0.48533
seq_13452	0.84599
seq_13453	0.21108
seq_13454	0.70747
seq_13455	0.65985
seq_13456	0.73064
seq_13457	0.08422
seq_13458	0.25116
seq_13459	0.17558
seq_13460	0.75339
seq_13461	0.45472
seq_13462	0.66520
seq_13463	0.33413
seq_13464	0.88243
seq_13465	0.75548
seq_13466	0.33129
seq_13467	0.75513
seq_13468	0.82386
seq_13469	0.42183
seq_13470	0.89495
seq_13471	0.82323
seq_13472	0.51477
seq_13473	0.34773
seq_13474	0.05393
seq_13475	0.57588
seq_13476	0.55633
seq_13477	0.89612
seq_13478	0.26296
seq_13479	0.95894
seq_13480	0.00214
seq_13481	0.79443
seq_13482	0.61810
seq_13483	0.30949
seq_13484	0.25388
seq_13485	0.75121
seq_13486	0.91957
seq_13487	0.76007
seq_13488	0.67669
seq_13489	0.56113
seq_13490	0.78512
seq_13491	0.33244
seq_13492	0.82712
seq_13493	0.66292
seq_13494	0.72450
seq_13495	0.14876
seq_13496	0.02059
seq_13497	0.20608
seq_13498	0.10418
seq_13499	0.34988
seq_13500	0.67864
seq_13501	0.13206
seq_13502	0.71060
seq_13503	0.79455
seq_13504	0.60109
seq_13505	0.03721
seq_13506	0.70950
seq_13507	0.14961
seq_13508	0.97969
seq_13509	0.51063
seq_13510	0.82621
seq_13511	0.27286
seq_13512	0.64477
seq_13513	0.35587
seq_13514	0.86566
seq_13515	0.82016
seq_13516	0.31557
seq_13517	0.16058
seq_13518	0.34105
seq_13519	0.21942
seq_13520	0.38705
seq_13521	0.57225
seq_13522	0.47461
seq_13523	0.44274
seq_13524	0.79195
seq_13525	0.84032
seq_13526	0.32511
seq_13527	0.68234
seq_13528	0.63611
seq_13529	0.59437
seq_13530	0.13500
seq_13531	0.66868
seq_13532	0.60756
seq_13533	0.77841
seq_13534	0.23292
seq_13535	0.14906
seq_13536	0.67941
seq_13537	0.30356
seq_13538	0.25438
seq_13539	0.62304
seq_13540	0.80802
seq_13541	0.04243
seq_13542	0.11268
seq_13543	0.11033
seq_13544	0.80646
seq_13545	0.90299
seq_13546	0.91479
seq_13547	0.28082
seq_13548	0.25176
seq_13549	0.72245
seq_13550	0.97953
seq_13551	0.79135
seq_13552	0.03454
seq_13553	0.96245
seq_13554	0.91251
seq_13555	0.21798
seq_13556	0.36367
seq_13557	0.61217
seq_13558	0.23378
seq_13559	0.20247
seq_13560	0.66328
seq_13561	0.72522
seq_13562	0.32340
seq_13563	0.09692
seq_13564	0.56420
seq_13565	0.09473
seq_13566	0.90546
seq_13567	0.54144
seq_13568	0.67580
seq_13569	0.12800
seq_13570	0.21707
seq_13571	0.35347
seq_13572	0.84378
seq_13573	0.06859
seq_13574	0.67719
seq_13575	0.58946
seq_13576	0.53174
seq_13577	0.49106
seq_13578	0.56421
seq_13579	0.00507
seq_13580	0.83539
seq_13581	0.32294
seq_13582	0.88279
seq_13583	0.58345
seq_13584	0.68798
seq_13585	0.09686
seq_13586	0.37641
seq_13587	0.12485
seq_13588	0.33370
seq_13589	0.39360
seq_13590	0.01714
seq_13591	0.10620
seq_13592	0.89021
seq_13593	0.07346
seq_13594	0.35877
seq_13595	0.53108
seq_13596	0.72945
seq_13597	0.20074
seq_13598	0.26542
seq_13599	0.01031
seq_13600	0.42870
seq_13601	0.39877
seq_13602	0.11698
seq_13603	0.60135
seq_13604	0.80723
seq_13605	0.83481
seq_13606	0.32069
seq_13607	0.83279
seq_13608	0.74934
seq_13609	0.02174
seq_13610	0.84027
seq_13611	0.85380
seq_13612	0.81021
seq_13613	0.93089
seq_13614	0.91757
seq_13615	0.32355
seq_13616	0.21832
seq_13617	0.49747
seq_13618	0.63841
seq_13619	0.96813
