tag	dumb_foreign	dumb_shades
seq_12149	0.12449	0.44185
seq_12150	0.88002	0.74295
seq_12151	0.62065	0.02730
seq_12152	0.00892	0.40437
seq_12153	0.34302	0.50941
seq_12154	0.43890	0.90158
seq_12155	0.21890	0.47921
seq_12156	0.19297	0.03128
seq_12157	0.45437	0.80723
seq_12158	0.99586	0.58453
seq_12159	0.25246	0.22131
seq_12160	0.39156	0.24622
seq_12161	0.64131	0.39990
seq_12162	0.97651	0.73507
seq_12163	0.52722	0.17734
seq_12164	0.54494	0.79745
seq_12165	0.96911	0.46993
seq_12166	0.91532	0.73480
seq_12167	0.76677	0.13060
seq_12168	0.28433	0.78616
seq_12169	0.21478	0.49197
seq_12170	0.07639	0.82203
seq_12171	0.91559	0.12431
seq_12172	0.78079	0.52997
seq_12173	0.14094	0.13088
seq_12174	0.82551	0.32930
seq_12175	0.60483	0.68091
seq_12176	0.73184	0.16236
seq_12177	0.91834	0.37496
seq_12178	0.45389	0.69915
seq_12179	0.57501	0.53451
seq_12180	0.92072	0.29668
seq_12181	0.76322	0.24786
seq_12182	0.18577	0.81308
seq_12183	0.23968	0.55832
seq_12184	0.77738	0.73731
seq_12185	0.74245	0.41521
seq_12186	0.24872	0.78361
seq_12187	0.16852	0.43859
seq_12188	0.28415	0.89025
seq_12189	0.59387	0.27035
seq_12190	0.80489	0.38150
seq_12191	0.27972	0.91889
seq_12192	0.12459	0.37447
seq_12193	0.51746	0.87980
seq_12194	0.36220	0.49960
seq_12195	0.86303	0.09845
seq_12196	0.35108	0.61218
seq_12197	0.70029	0.54908
seq_12198	0.88856	0.21231
seq_12199	0.52983	0.00714
seq_12200	0.99041	0.72209
seq_12201	0.15208	0.73699
seq_12202	0.29636	0.67845
seq_12203	0.53720	0.83092
seq_12204	0.04079	0.05602
seq_12205	0.89482	0.71835
seq_12206	0.82382	0.98233
seq_12207	0.79998	0.35981
seq_12208	0.49565	0.88742
seq_12209	0.82166	0.82446
seq_12210	0.42787	0.04145
seq_12211	0.87898	0.71383
seq_12212	0.99594	0.01598
seq_12213	0.01048	0.76633
seq_12214	0.71154	0.63882
seq_12215	0.72129	0.98109
seq_12216	0.52151	0.99842
seq_12217	0.08611	0.09818
seq_12218	0.68437	0.94908
seq_12219	0.30224	0.15491
seq_12220	0.87057	0.52972
seq_12221	0.11769	0.98430
seq_12222	0.93754	0.62157
seq_12223	0.25887	0.47869
seq_12224	0.89037	0.57409
seq_12225	0.40907	0.21408
seq_12226	0.19019	0.18120
seq_12227	0.99650	0.76677
seq_12228	0.11422	0.51266
seq_12229	0.79459	0.96524
seq_12230	0.64000	0.43011
seq_12231	0.74155	0.80650
seq_12232	0.37530	0.93294
seq_12233	0.35803	0.43377
seq_12234	0.35463	0.60759
seq_12235	0.63426	0.87605
seq_12236	0.11205	0.35750
seq_12237	0.15039	0.23876
seq_12238	0.39372	0.12869
seq_12239	0.31148	0.42515
seq_12240	0.59225	0.50923
seq_12241	0.54303	0.76948
seq_12242	0.26693	0.49000
seq_12243	0.62752	0.26004
seq_12244	0.63374	0.67679
seq_12245	0.59444	0.08479
seq_12246	0.14215	0.46349
seq_12247	0.81017	0.26954
seq_12248	0.00684	0.64454
seq_12249	0.66134	0.88878
seq_12250	0.05995	0.45285
seq_12251	0.75603	0.76301
seq_12252	0.66746	0.54219
seq_12253	0.64893	0.95134
seq_12254	0.81587	0.92844
seq_12255	0.86760	0.88918
seq_12256	0.87140	0.58179
seq_12257	0.79311	0.41818
seq_12258	0.37243	0.47529
seq_12259	0.95651	0.58576
seq_12260	0.20541	0.74906
seq_12261	0.14103	0.92057
seq_12262	0.39253	0.99622
seq_12263	0.03588	0.12113
seq_12264	0.02037	0.30012
seq_12265	0.61016	0.46867
seq_12266	0.46440	0.03852
seq_12267	0.05838	0.62337
seq_12268	0.94002	0.30419
seq_12269	0.06993	0.57458
seq_12270	0.28325	0.07625
seq_12271	0.92901	0.96503
seq_12272	0.96800	0.27266
seq_12273	0.59949	0.26252
seq_12274	0.88229	0.69129
seq_12275	0.70177	0.25126
seq_12276	0.54842	0.66896
seq_12277	0.00174	0.85816
seq_12278	0.34483	0.80046
seq_12279	0.55295	0.69722
seq_12280	0.19739	0.51514
seq_12281	0.71995	0.47993
seq_12282	0.06242	0.14345
seq_12283	0.09565	0.27363
seq_12284	0.71454	0.08112
seq_12285	0.84272	0.91969
seq_12286	0.66485	0.97212
seq_12287	0.76549	0.81557
seq_12288	0.47832	0.60129
seq_12289	0.49060	0.75480
seq_12290	0.79499	0.00111
seq_12291	0.93666	0.69370
seq_12292	0.66711	0.35481
seq_12293	0.78626	0.80861
seq_12294	0.86334	0.85990
seq_12295	0.36463	0.95393
seq_12296	0.68932	0.07001
seq_12297	0.66111	0.33479
seq_12298	0.80297	0.77833
seq_12299	0.11935	0.70406
seq_12300	0.16544	0.20523
seq_12301	0.18672	0.10256
seq_12302	0.03132	0.06652
seq_12303	0.02537	0.07217
seq_12304	0.07987	0.49848
seq_12305	0.34172	0.17869
seq_12306	0.00173	0.50065
seq_12307	0.15564	0.92387
seq_12308	0.68344	0.85685
seq_12309	0.32827	0.11350
seq_12310	0.98078	0.95251
seq_12311	0.63990	0.49826
seq_12312	0.36058	0.66217
seq_12313	0.83789	0.60303
seq_12314	0.25984	0.09260
seq_12315	0.24119	0.16796
seq_12316	0.08456	0.26162
seq_12317	0.44850	0.17727
seq_12318	0.27620	0.15076
seq_12319	0.11741	0.42451
seq_12320	0.58608	0.10778
seq_12321	0.54589	0.08574
seq_12322	0.71137	0.48131
seq_12323	0.94682	0.58924
seq_12324	0.85098	0.28453
seq_12325	0.95782	0.27069
seq_12326	0.23571	0.07097
seq_12327	0.88421	0.20998
seq_12328	0.60466	0.80424
seq_12329	0.54838	0.23125
seq_12330	0.50285	0.62279
seq_12331	0.29299	0.15224
seq_12332	0.56546	0.81528
seq_12333	0.71928	0.16481
seq_12334	0.31684	0.64595
seq_12335	0.36752	0.05286
seq_12336	0.19955	0.57477
seq_12337	0.66665	0.98203
seq_12338	0.18061	0.85027
seq_12339	0.23186	0.57542
seq_12340	0.32984	0.85933
seq_12341	0.26816	0.58619
seq_12342	0.85876	0.04111
seq_12343	0.97525	0.09245
seq_12344	0.07730	0.37370
seq_12345	0.89435	0.94134
seq_12346	0.27806	0.36739
seq_12347	0.75201	0.65885
seq_12348	0.19981	0.46792
seq_12349	0.61500	0.71124
seq_12350	0.29533	0.25051
seq_12351	0.33117	0.13182
seq_12352	0.00424	0.42825
seq_12353	0.07692	0.75870
seq_12354	0.99412	0.82390
seq_12355	0.47548	0.50368
seq_12356	0.42384	0.19068
seq_12357	0.46947	0.78906
seq_12358	0.86120	0.24715
seq_12359	0.47170	0.69389
seq_12360	0.20186	0.68738
seq_12361	0.10559	0.07137
seq_12362	0.50379	0.41247
seq_12363	0.11408	0.02959
seq_12364	0.04071	0.78731
seq_12365	0.39785	0.24566
seq_12366	0.62236	0.66520
seq_12367	0.38791	0.42475
seq_12368	0.26640	0.06530
seq_12369	0.15238	0.98770
seq_12370	0.96382	0.25550
seq_12371	0.27322	0.50810
seq_12372	0.42661	0.41024
seq_12373	0.14291	0.66652
seq_12374	0.88689	0.31209
seq_12375	0.82916	0.27196
seq_12376	0.19365	0.41083
seq_12377	0.10572	0.51118
seq_12378	0.14969	0.13150
seq_12379	0.47653	0.71397
seq_12380	0.11866	0.75823
seq_12381	0.60118	0.28770
seq_12382	0.79319	0.64901
seq_12383	0.64767	0.92405
seq_12384	0.81595	0.08262
seq_12385	0.55313	0.83720
seq_12386	0.61060	0.37928
seq_12387	0.41760	0.99285
seq_12388	0.01563	0.81265
seq_12389	0.96801	0.09428
seq_12390	0.40856	0.91503
seq_12391	0.57527	0.31800
seq_12392	0.34347	0.17468
seq_12393	0.85257	0.63686
seq_12394	0.25392	0.97623
seq_12395	0.28740	0.35095
seq_12396	0.86494	0.94674
seq_12397	0.35928	0.93245
seq_12398	0.53455	0.12809
seq_12399	0.42692	0.23370
seq_12400	0.67716	0.14895
seq_12401	0.00110	0.22266
seq_12402	0.72616	0.59885
seq_12403	0.82938	0.84112
seq_12404	0.81650	0.19796
seq_12405	0.69900	0.09731
seq_12406	0.62480	0.13319
seq_12407	0.89041	0.66410
seq_12408	0.75270	0.01090
seq_12409	0.51605	0.06530
seq_12410	0.98932	0.12202
seq_12411	0.83833	0.67423
seq_12412	0.11646	0.18570
seq_12413	0.44375	0.01432
seq_12414	0.94629	0.03729
seq_12415	0.65726	0.59420
seq_12416	0.94945	0.25587
seq_12417	0.11781	0.45395
seq_12418	0.74909	0.32360
seq_12419	0.33902	0.09666
seq_12420	0.66651	0.96341
seq_12421	0.78490	0.30590
seq_12422	0.30357	0.93682
seq_12423	0.74074	0.21619
seq_12424	0.86088	0.47284
seq_12425	0.01484	0.02427
seq_12426	0.84956	0.17545
seq_12427	0.94347	0.01526
seq_12428	0.73731	0.06166
seq_12429	0.48530	0.89811
seq_12430	0.02600	0.04982
seq_12431	0.89867	0.97143
seq_12432	0.20048	0.68925
seq_12433	0.69182	0.26895
seq_12434	0.37628	0.98178
seq_12435	0.50849	0.58956
seq_12436	0.67549	0.96615
seq_12437	0.30307	0.18105
seq_12438	0.75431	0.74189
seq_12439	0.81117	0.19824
seq_12440	0.36241	0.66268
seq_12441	0.30784	0.94992
seq_12442	0.76616	0.11071
seq_12443	0.66050	0.64739
seq_12444	0.38974	0.49075
seq_12445	0.99928	0.55854
seq_12446	0.77965	0.48702
seq_12447	0.35880	0.43419
seq_12448	0.04251	0.20291
seq_12449	0.96126	0.92702
seq_12450	0.61148	0.29546
seq_12451	0.46052	0.70535
seq_12452	0.87037	0.19578
seq_12453	0.00322	0.08987
seq_12454	0.38512	0.77863
seq_12455	0.23246	0.36687
seq_12456	0.10607	0.83742
seq_12457	0.51560	0.74398
seq_12458	0.75455	0.71887
seq_12459	0.72521	0.40928
seq_12460	0.40058	0.03074
seq_12461	0.23902	0.27233
seq_12462	0.12319	0.69912
seq_12463	0.49966	0.43483
seq_12464	0.44662	0.79496
seq_12465	0.12326	0.91721
seq_12466	0.22903	0.92700
seq_12467	0.87872	0.96368
seq_12468	0.07544	0.90123
seq_12469	0.71201	0.89493
seq_12470	0.73637	0.25883
seq_12471	0.38030	0.70485
seq_12472	0.08836	0.37282
seq_12473	0.77334	0.12028
seq_12474	0.68606	0.21880
seq_12475	0.82046	0.77712
seq_12476	0.89041	0.44602
seq_12477	0.42375	0.61921
seq_12478	0.16327	0.45293
seq_12479	0.43115	0.73104
seq_12480	0.35586	0.86909
seq_12481	0.13087	0.13200
seq_12482	0.17625	0.42385
seq_12483	0.44303	0.16213
seq_12484	0.88331	0.21611
seq_12485	0.10566	0.71850
seq_12486	0.08069	0.93235
seq_12487	0.73416	0.50796
seq_12488	0.77240	0.91649
seq_12489	0.22273	0.16303
seq_12490	0.76943	0.27780
seq_12491	0.53447	0.95833
seq_12492	0.16531	0.64594
seq_12493	0.39267	0.68372
seq_12494	0.56174	0.40735
seq_12495	0.13958	0.69808
seq_12496	0.90153	0.73624
seq_12497	0.04916	0.58083
seq_12498	0.51737	0.85847
seq_12499	0.80434	0.73608
seq_12500	0.18708	0.83782
seq_12501	0.89741	0.16920
seq_12502	0.17572	0.51077
seq_12503	0.84010	0.53381
seq_12504	0.53980	0.79277
seq_12505	0.27863	0.10635
seq_12506	0.60077	0.28666
seq_12507	0.63599	0.21121
seq_12508	0.55491	0.18861
seq_12509	0.84402	0.71409
seq_12510	0.06375	0.47389
seq_12511	0.71363	0.79534
seq_12512	0.48618	0.75137
seq_12513	0.68650	0.07813
seq_12514	0.46088	0.55337
seq_12515	0.31407	0.35406
seq_12516	0.16792	0.46055
seq_12517	0.26377	0.92964
seq_12518	0.34040	0.71184
seq_12519	0.75459	0.49082
seq_12520	0.18373	0.51987
seq_12521	0.51208	0.25013
seq_12522	0.43683	0.63667
seq_12523	0.84075	0.42690
seq_12524	0.81232	0.87719
seq_12525	0.96178	0.78845
seq_12526	0.71559	0.68081
seq_12527	0.48749	0.55693
seq_12528	0.58319	0.54353
seq_12529	0.53649	0.37049
seq_12530	0.01562	0.50967
seq_12531	0.00553	0.18957
seq_12532	0.38755	0.03776
seq_12533	0.95911	0.25665
seq_12534	0.81645	0.03734
seq_12535	0.97189	0.81690
seq_12536	0.96937	0.02757
seq_12537	0.53899	0.55308
seq_12538	0.37841	0.06659
seq_12539	0.62984	0.31775
seq_12540	0.41737	0.64418
seq_12541	0.12762	0.39547
seq_12542	0.80981	0.60320
seq_12543	0.03986	0.94304
seq_12544	0.74929	0.16618
seq_12545	0.45278	0.83502
seq_12546	0.04336	0.87147
seq_12547	0.90326	0.63918
seq_12548	0.10243	0.57023
seq_12549	0.04534	0.17426
seq_12550	0.39650	0.18149
seq_12551	0.83981	0.08773
seq_12552	0.48716	0.24030
seq_12553	0.96417	0.55142
seq_12554	0.69531	0.44393
seq_12555	0.51452	0.45828
seq_12556	0.50159	0.57384
seq_12557	0.34147	0.33064
seq_12558	0.76980	0.87500
seq_12559	0.62085	0.38055
seq_12560	0.11405	0.44138
seq_12561	0.67700	0.85012
seq_12562	0.69046	0.68483
seq_12563	0.27639	0.50654
seq_12564	0.39034	0.51721
seq_12565	0.50947	0.09691
seq_12566	0.03682	0.61215
seq_12567	0.15057	0.26258
seq_12568	0.08358	0.73673
seq_12569	0.26423	0.87738
seq_12570	0.32139	0.62439
seq_12571	0.22039	0.14992
seq_12572	0.80788	0.85210
seq_12573	0.96379	0.58652
seq_12574	0.43691	0.75958
seq_12575	0.88136	0.52781
seq_12576	0.49502	0.69161
seq_12577	0.11086	0.25482
seq_12578	0.06587	0.67307
seq_12579	0.34781	0.51967
seq_12580	0.57633	0.01035
seq_12581	0.72636	0.97859
seq_12582	0.75441	0.77040
seq_12583	0.88749	0.31480
seq_12584	0.57284	0.49042
seq_12585	0.46569	0.04357
seq_12586	0.63457	0.66962
seq_12587	0.19024	0.53894
seq_12588	0.93026	0.86999
seq_12589	0.23721	0.64842
seq_12590	0.79752	0.98521
seq_12591	0.36235	0.73186
seq_12592	0.73544	0.93754
seq_12593	0.63645	0.79884
seq_12594	0.09424	0.45838
seq_12595	0.47464	0.90081
seq_12596	0.38995	0.26163
seq_12597	0.38633	0.11375
seq_12598	0.77367	0.58896
seq_12599	0.09955	0.77525
seq_12600	0.07717	0.43487
seq_12601	0.38696	0.63547
seq_12602	0.06726	0.90903
seq_12603	0.17328	0.30415
seq_12604	0.11035	0.82696
seq_12605	0.13427	0.32204
seq_12606	0.38419	0.38100
seq_12607	0.06892	0.64100
seq_12608	0.50184	0.85422
seq_12609	0.97532	0.36120
seq_12610	0.85732	0.80856
seq_12611	0.97864	0.16275
seq_12612	0.56378	0.55276
seq_12613	0.36634	0.39216
seq_12614	0.04780	0.89134
seq_12615	0.35401	0.88342
seq_12616	0.14603	0.30384
seq_12617	0.70551	0.58590
seq_12618	0.16594	0.18935
seq_12619	0.79304	0.21626
seq_12620	0.32374	0.72840
seq_12621	0.32655	0.15992
seq_12622	0.87999	0.50056
seq_12623	0.64685	0.93907
seq_12624	0.48670	0.34521
seq_12625	0.03913	0.68434
seq_12626	0.99196	0.59791
seq_12627	0.63693	0.02762
seq_12628	0.94800	0.54847
seq_12629	0.55875	0.31247
seq_12630	0.00430	0.54380
seq_12631	0.03409	0.18175
seq_12632	0.51383	0.96863
seq_12633	0.94238	0.84129
seq_12634	0.68224	0.63604
seq_12635	0.90438	0.65132
seq_12636	0.74499	0.36410
seq_12637	0.62952	0.04366
seq_12638	0.86781	0.78715
seq_12639	0.52951	0.03424
seq_12640	0.99202	0.81353
seq_12641	0.55740	0.67649
seq_12642	0.78680	0.40394
seq_12643	0.37039	0.18729
seq_12644	0.18084	0.00530
seq_12645	0.12854	0.83932
seq_12646	0.56573	0.45756
seq_12647	0.15265	0.95769
seq_12648	0.41183	0.60881
seq_12649	0.35582	0.16528
seq_12650	0.73015	0.72460
seq_12651	0.84699	0.20468
seq_12652	0.96353	0.06148
seq_12653	0.22497	0.62327
seq_12654	0.03246	0.85736
seq_12655	0.45844	0.39404
seq_12656	0.76651	0.67067
seq_12657	0.57417	0.10143
seq_12658	0.81340	0.62291
seq_12659	0.83651	0.48221
seq_12660	0.28303	0.97913
seq_12661	0.20855	0.39557
seq_12662	0.56598	0.03203
seq_12663	0.74808	0.70307
seq_12664	0.09711	0.39396
seq_12665	0.30668	0.82804
seq_12666	0.49803	0.64632
seq_12667	0.34647	0.72964
seq_12668	0.49603	0.65302
seq_12669	0.11716	0.80659
seq_12670	0.53781	0.26210
seq_12671	0.06978	0.98985
seq_12672	0.15732	0.89971
seq_12673	0.46333	0.52496
seq_12674	0.16198	0.99564
seq_12675	0.60937	0.41410
seq_12676	0.28987	0.38878
seq_12677	0.88032	0.41687
seq_12678	0.08241	0.88413
seq_12679	0.55299	0.11345
seq_12680	0.68302	0.57777
seq_12681	0.06856	0.94805
seq_12682	0.25660	0.98980
seq_12683	0.39860	0.94085
seq_12684	0.86542	0.78152
seq_12685	0.10698	0.84592
seq_12686	0.79243	0.64716
seq_12687	0.73244	0.26948
seq_12688	0.95820	0.34961
seq_12689	0.33829	0.27754
seq_12690	0.16548	0.96949
seq_12691	0.64917	0.09417
seq_12692	0.69513	0.12017
seq_12693	0.31549	0.26617
seq_12694	0.52766	0.80094
seq_12695	0.18494	0.64628
seq_12696	0.48334	0.51488
seq_12697	0.53547	0.75272
seq_12698	0.35918	0.22037
seq_12699	0.58243	0.86422
seq_12700	0.85337	0.67180
seq_12701	0.11029	0.78362
seq_12702	0.24736	0.95899
seq_12703	0.82705	0.15150
seq_12704	0.17664	0.17377
seq_12705	0.98729	0.49078
seq_12706	0.38950	0.02305
seq_12707	0.57088	0.45873
seq_12708	0.41413	0.71521
seq_12709	0.27509	0.54717
seq_12710	0.73592	0.16813
seq_12711	0.13877	0.74376
seq_12712	0.23910	0.05143
seq_12713	0.15634	0.39493
seq_12714	0.57646	0.65310
seq_12715	0.11756	0.41239
seq_12716	0.20986	0.19570
seq_12717	0.67818	0.15302
seq_12718	0.75341	0.02605
seq_12719	0.72899	0.35665
seq_12720	0.71245	0.62186
seq_12721	0.37717	0.78534
seq_12722	0.78648	0.67640
seq_12723	0.26352	0.46681
seq_12724	0.36455	0.80081
seq_12725	0.29871	0.40321
seq_12726	0.86295	0.87051
seq_12727	0.52536	0.90143
seq_12728	0.91154	0.50287
seq_12729	0.70225	0.11739
seq_12730	0.13636	0.76448
seq_12731	0.20904	0.34706
seq_12732	0.52675	0.54083
seq_12733	0.66691	0.15872
seq_12734	0.28186	0.40064
seq_12735	0.98618	0.09880
seq_12736	0.38252	0.20442
seq_12737	0.06116	0.71223
seq_12738	0.34419	0.30043
seq_12739	0.36039	0.09305
seq_12740	0.76048	0.10621
seq_12741	0.02258	0.69055
seq_12742	0.92222	0.38695
seq_12743	0.59586	0.95371
seq_12744	0.70372	0.38060
seq_12745	0.35140	0.69005
seq_12746	0.54466	0.73827
seq_12747	0.56895	0.13646
seq_12748	0.17596	0.73711
seq_12749	0.90968	0.51043
seq_12750	0.54223	0.47640
seq_12751	0.88469	0.00984
seq_12752	0.36900	0.78347
seq_12753	0.85659	0.49879
seq_12754	0.62063	0.86557
seq_12755	0.48017	0.68758
seq_12756	0.11913	0.67135
seq_12757	0.03695	0.22985
seq_12758	0.45321	0.33573
seq_12759	0.58163	0.00319
seq_12760	0.43544	0.00148
seq_12761	0.57523	0.61845
seq_12762	0.19487	0.38534
seq_12763	0.21885	0.03557
seq_12764	0.94868	0.17859
seq_12765	0.17425	0.25427
seq_12766	0.71815	0.88695
seq_12767	0.84104	0.69274
seq_12768	0.68424	0.44843
seq_12769	0.93248	0.97540
seq_12770	0.87720	0.13788
seq_12771	0.00011	0.42625
seq_12772	0.70127	0.92683
seq_12773	0.80237	0.47531
seq_12774	0.61238	0.34248
seq_12775	0.91747	0.22549
seq_12776	0.89417	0.22976
seq_12777	0.56330	0.62324
seq_12778	0.14273	0.02308
seq_12779	0.59395	0.85808
seq_12780	0.56229	0.53778
seq_12781	0.60426	0.32720
seq_12782	0.68981	0.60594
seq_12783	0.24761	0.57711
seq_12784	0.43576	0.32455
seq_12785	0.46192	0.08346
seq_12786	0.31408	0.17780
seq_12787	0.60099	0.35451
seq_12788	0.13576	0.36176
seq_12789	0.99876	0.79756
seq_12790	0.59656	0.58248
seq_12791	0.58266	0.88889
seq_12792	0.05096	0.88979
seq_12793	0.61199	0.31993
seq_12794	0.88072	0.03018
seq_12795	0.87482	0.56906
seq_12796	0.37375	0.40382
seq_12797	0.41495	0.63580
seq_12798	0.45109	0.24240
seq_12799	0.47173	0.97060
seq_12800	0.38677	0.25881
seq_12801	0.35951	0.87949
seq_12802	0.18537	0.38422
seq_12803	0.91817	0.33805
seq_12804	0.43778	0.71012
seq_12805	0.37382	0.07420
seq_12806	0.21850	0.36130
seq_12807	0.58650	0.93018
seq_12808	0.07989	0.05208
seq_12809	0.16506	0.36585
seq_12810	0.67868	0.73184
seq_12811	0.09406	0.43307
seq_12812	0.69423	0.47335
seq_12813	0.94661	0.84250
seq_12814	0.95602	0.27440
seq_12815	0.83967	0.78208
seq_12816	0.30564	0.85530
seq_12817	0.13020	0.49972
seq_12818	0.98100	0.01416
seq_12819	0.75244	0.04277
seq_12820	0.34389	0.31911
seq_12821	0.32575	0.37296
seq_12822	0.79055	0.81445
seq_12823	0.38090	0.47799
seq_12824	0.43933	0.07801
seq_12825	0.29684	0.41180
seq_12826	0.22254	0.43230
seq_12827	0.49350	0.06513
seq_12828	0.03145	0.25712
seq_12829	0.95396	0.27822
seq_12830	0.15861	0.50220
seq_12831	0.21941	0.89668
seq_12832	0.20010	0.59227
seq_12833	0.33649	0.00745
seq_12834	0.21870	0.24249
seq_12835	0.11706	0.51018
seq_12836	0.56489	0.67955
seq_12837	0.96777	0.13616
seq_12838	0.58707	0.56231
seq_12839	0.03527	0.56240
seq_12840	0.37131	0.47892
seq_12841	0.90634	0.77810
seq_12842	0.01932	0.88312
seq_12843	0.57591	0.55177
seq_12844	0.09783	0.02755
seq_12845	0.71435	0.42010
seq_12846	0.53242	0.98813
seq_12847	0.40631	0.41648
seq_12848	0.39800	0.55584
seq_12849	0.14335	0.03516
seq_12850	0.62600	0.79246
seq_12851	0.47850	0.37569
seq_12852	0.05001	0.35261
seq_12853	0.21522	0.89820
seq_12854	0.01939	0.37937
seq_12855	0.16506	0.46598
seq_12856	0.10552	0.93878
seq_12857	0.55733	0.06602
seq_12858	0.75244	0.51664
seq_12859	0.47503	0.91167
seq_12860	0.72813	0.40306
seq_12861	0.08845	0.10329
seq_12862	0.85547	0.72984
seq_12863	0.58024	0.35732
seq_12864	0.12603	0.89829
seq_12865	0.85556	0.10383
seq_12866	0.98351	0.63456
seq_12867	0.13797	0.88475
seq_12868	0.99056	0.45110
seq_12869	0.63696	0.26215
seq_12870	0.17773	0.27693
seq_12871	0.02180	0.19490
seq_12872	0.62063	0.75358
seq_12873	0.08392	0.79252
seq_12874	0.77282	0.08366
seq_12875	0.12297	0.07239
seq_12876	0.29887	0.73828
seq_12877	0.03330	0.63753
seq_12878	0.05019	0.65921
seq_12879	0.17522	0.95758
seq_12880	0.57434	0.36026
seq_12881	0.70599	0.96379
seq_12882	0.73907	0.80177
seq_12883	0.26196	0.96464
seq_12884	0.29238	0.52091
seq_12885	0.47554	0.78734
seq_12886	0.23436	0.79430
seq_12887	0.84193	0.54154
seq_12888	0.85001	0.72027
seq_12889	0.33290	0.97146
seq_12890	0.15359	0.53830
seq_12891	0.27858	0.03129
seq_12892	0.65469	0.12062
seq_12893	0.04439	0.38896
seq_12894	0.59488	0.58857
seq_12895	0.33276	0.12654
seq_12896	0.02443	0.00783
seq_12897	0.34755	0.64798
seq_12898	0.72014	0.29366
seq_12899	0.59169	0.98423
seq_12900	0.53006	0.71592
seq_12901	0.97879	0.23842
seq_12902	0.69977	0.14117
seq_12903	0.69362	0.94971
seq_12904	0.59515	0.57949
seq_12905	0.50813	0.97979
seq_12906	0.29962	0.29643
seq_12907	0.68827	0.64610
seq_12908	0.98435	0.67167
seq_12909	0.34153	0.63773
seq_12910	0.28893	0.22864
seq_12911	0.15089	0.17415
seq_12912	0.16787	0.56569
seq_12913	0.76862	0.99461
seq_12914	0.40382	0.47780
seq_12915	0.06283	0.63046
seq_12916	0.25333	0.96311
seq_12917	0.90255	0.68635
seq_12918	0.98409	0.76259
seq_12919	0.30355	0.89391
seq_12920	0.11134	0.94293
seq_12921	0.99679	0.78518
seq_12922	0.23142	0.68819
seq_12923	0.73504	0.18797
seq_12924	0.88358	0.04011
seq_12925	0.31248	0.49567
seq_12926	0.88954	0.07003
seq_12927	0.95323	0.48218
seq_12928	0.48916	0.19571
seq_12929	0.31793	0.73668
seq_12930	0.07481	0.92400
seq_12931	0.95829	0.35920
seq_12932	0.36612	0.12783
seq_12933	0.99307	0.41513
seq_12934	0.73981	0.08927
seq_12935	0.39528	0.26224
seq_12936	0.76713	0.42130
seq_12937	0.72962	0.03392
seq_12938	0.24475	0.65292
seq_12939	0.27020	0.14543
seq_12940	0.49159	0.78899
seq_12941	0.03143	0.09949
seq_12942	0.55501	0.73785
seq_12943	0.93427	0.71315
seq_12944	0.89222	0.18303
seq_12945	0.72019	0.29161
seq_12946	0.93830	0.11006
seq_12947	0.01721	0.90533
seq_12948	0.38521	0.90631
seq_12949	0.27192	0.37597
seq_12950	0.88877	0.27473
seq_12951	0.26193	0.75514
seq_12952	0.96165	0.91781
seq_12953	0.64350	0.62335
seq_12954	0.31982	0.69955
seq_12955	0.70034	0.92238
seq_12956	0.25709	0.15290
seq_12957	0.51629	0.42516
seq_12958	0.10100	0.53047
seq_12959	0.12340	0.12505
seq_12960	0.45937	0.02111
seq_12961	0.23666	0.59061
seq_12962	0.91379	0.77027
seq_12963	0.81096	0.49428
seq_12964	0.34446	0.67876
seq_12965	0.43094	0.83493
seq_12966	0.68636	0.83868
seq_12967	0.95573	0.84945
seq_12968	0.71040	0.73359
seq_12969	0.41587	0.58939
seq_12970	0.99569	0.81332
seq_12971	0.44560	0.48510
seq_12972	0.94493	0.35261
seq_12973	0.85910	0.03444
seq_12974	0.93386	0.97717
seq_12975	0.57615	0.88906
seq_12976	0.37061	0.30662
seq_12977	0.43820	0.43339
seq_12978	0.57246	0.60931
seq_12979	0.93879	0.89545
seq_12980	0.07764	0.69550
seq_12981	0.13419	0.18839
seq_12982	0.34568	0.02143
seq_12983	0.65028	0.96885
seq_12984	0.47536	0.38193
seq_12985	0.96591	0.79833
seq_12986	0.23239	0.17727
seq_12987	0.28097	0.18694
seq_12988	0.92786	0.70847
seq_12989	0.63584	0.16031
seq_12990	0.00544	0.08002
seq_12991	0.27237	0.15057
seq_12992	0.88215	0.93400
seq_12993	0.05062	0.73081
seq_12994	0.02344	0.31575
seq_12995	0.38868	0.48363
seq_12996	0.91071	0.14780
seq_12997	0.39320	0.48811
seq_12998	0.31508	0.78088
seq_12999	0.19509	0.69405
seq_13000	0.75919	0.17396
seq_13001	0.61662	0.54213
seq_13002	0.20697	0.42631
seq_13003	0.34708	0.56545
seq_13004	0.25731	0.77027
seq_13005	0.71147	0.65889
seq_13006	0.48724	0.08692
seq_13007	0.98283	0.96422
seq_13008	0.34811	0.36315
seq_13009	0.35717	0.16555
seq_13010	0.11121	0.68013
seq_13011	0.13903	0.93845
seq_13012	0.47033	0.74905
seq_13013	0.75434	0.06467
seq_13014	0.68105	0.58333
seq_13015	0.08213	0.78286
seq_13016	0.21224	0.73678
seq_13017	0.84155	0.29820
seq_13018	0.04385	0.81593
seq_13019	0.80298	0.28103
seq_13020	0.65374	0.12930
seq_13021	0.46484	0.53949
